,bengaliName,objectID,name,nameWithoutSubText,subText,mrp,corpPrice,price,shortDesc,longDesc,slug,doNotApplyDiscounts,picturesUrls,offerPicturesUrls,recursiveCategories,categories,manufacturers,blockSale,derivedProductVariant,unitQuantity,catalogItemType,__lScore,productAvailabilityForSelectedWarehouse
0,মুরগির ডিম  (স্পেশাল অফার ) এক ডজন ,24048,Chicken Eggs (Special Offer) 12 pcs,Chicken Eggs (Special Offer),12 pcs,129.0,99.0,99.0,"Eggs are an all-natural source of high-quality protein and a number of other nutrients, all for 70 calories an egg. 100% fresh and healthy. ","Eggs are an all-natural source of high-quality protein and a number of other nutrients, all for 70 calories an egg. 100% fresh and healthy.",egg-99tk,0,['https://chaldn.com/_mpimage/chicken-eggs-special-offer-12-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D77392&q=best&v=1'],[],"[61, 58, 2]",[61],"[277, 278, 281, 287, 295, 364]",0,[],1,Grocery,NaN,[]
1,আম ল্যাংড়া (নেট ওজন ± ৫০ গ্রাম) ৩ কেজি,16322,Mango Langra (Net Weight ± 50 gm) 3 kg,Mango Langra (Net Weight ± 50 gm),3 kg,450.0,319.0,319.0,,,mango-langra-net-weight-50-gm-3-kg,0,['https://chaldn.com/_mpimage/mango-langra-net-weight-50-gm-3-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D78379&q=best&v=1'],[],"[11, 7, 2]",[11],"[256, 277, 278, 281]",0,[],1,Grocery,NaN,[]
2,আম বারি ৪ ± ৫০ গ্রাম ৩ কেজি,22168,Mango Bari 4 ± 50 gm 3 kg,Mango Bari 4 ± 50 gm,3 kg,360.0,309.0,309.0,,,mango-bari-4-net-weight-50-gm-3-kg,0,['https://chaldn.com/_mpimage/mango-bari-4-50-gm-3-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D80577&q=low&v=1'],[],"[11, 7, 2, 238]","[11, 238]","[277, 281]",0,[],1,Grocery,NaN,"[{'Quantity': 11, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707799, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
3,পুষ্টি ফর্টিফায়েড সয়াবিন তেল ৫ লিটার ,15871,Pusti Fortified Soyabean Oil 5 ltr,Pusti Fortified Soyabean Oil,5 ltr,980.0,959.0,959.0,,"‘PUSTI Soyabean Oil’ is a flagship premium brand in soyabean oil market of Bangladesh. Due to excellence in sourcing and state-of-the-art German refining technology, ‘PUSTI Soyabean Oil’ preserves the inherent goodness and properties of soyabean to give consumers light, tasty and healthy edible oil. The great taste enhancer along with their quality has won the consumer loyalty across Bangladesh. As these oils are rich in Polyunsaturated Fatty Acids, they help in keeping cholesterol level under check and are preferred by health-conscious home makers for their families.",pusti-fortified-soyabean-oil-5-ltr,1,['https://chaldn.com/_mpimage/pusti-fortified-soyabean-oil-5-ltr?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D88359&q=best&v=1'],[],"[108, 104, 2, 238, 1318, 1471, 1386]","[108, 238, 1318, 1471, 1386]","[248, 277, 278, 281, 287, 295, 225]",0,[],1,Grocery,NaN,"[{'Quantity': 208, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 727, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
4,আম হাড়িভাঙ্গা ± ৫০ গ্রাম ৩ কেজি,24694,Mango Harivanga ± 50 gm 3 kg,Mango Harivanga ± 50 gm,3 kg,360.0,239.0,239.0,,,mango-harivanga-3-kg-2,0,['https://chaldn.com/_mpimage/mango-harivanga-50-gm-3-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D112979&q=best&v=1'],[],"[11, 7, 2, 238, 1471]","[11, 238, 1471]","[277, 281]",0,[],1,Grocery,NaN,"[{'Quantity': 9, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
5, আম আম্রপালি ± ৫০ গ্রাম ৩ কেজি,15055,Mango Aamropali  ± 50 gm 3 kg,Mango Aamropali  ± 50 gm,3 kg,390.0,279.0,279.0,"Grab the delicious Mango Amrapali from chaldal. There is a smell coming from the mango that, the water will come out of the mouth and whose taste has a hint of rose. Its flesh is deep orange-red, medium size, with yellowish green skin. So, take off the mango with excellent flavor and juicy in texture. This mango offers a healthy dose of vitamins, minerals and enzymes that are beneficial for your health...","Chaldal has brought you the best chemical free Amrapali straight from Shibganj. Its flesh is deep orange-red, medium size, with yellowish green skin. This mango offers a healthy dose of vitamins, minerals and enzymes that are beneficial for your health.

 It was developed as a hybrid variety of 'Dasheri' and 'Neelum'. Among other mangoes, Amrapali is considered to be  the most tasteful and popular mango you can enjoy with your family and loved ones.

চালডালে পাচ্ছেন সরাসরি শিবগঞ্জ থেকে আগত শতভাগ প্রাকৃতিক উপায়ে সংগ্রহকৃত আম্রপালি আম।

এই আমটি পাকলে সাধারনত হলুদ এবং হালকা লালচে সবুজ বর্ণের হয়।

প্রচুর ভিটামিন এবং স্বাস্থ্যসম্মত এই আমের উপকারিতা বলে শেষ করা যাবে না।

বিখ্যাত আম দু’সেহরী এবং নীলম জাতের সংমিশ্রনে এই আমের সৃষ্টি । অন্যন্য আমের তুলনায় সবার মাঝে আম্রপালি অনেক সুস্বাদু এবং জনপ্রিয় আম হিসেবে পরিচিত যা আপনি আপনার পরিবারকে নিয়ে উপভোগ করতে পারবেন।",mango-aamropali-net-weight-50-gm-3-kg,0,['https://chaldn.com/_mpimage/mango-aamropali-50-gm-3-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D79768&q=low&v=1'],[],"[11, 7, 2, 238, 1471]","[11, 238, 1471]","[257, 277, 278, 281]",0,[],1,Grocery,NaN,"[{'Quantity': 27, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
6,আস্ত ইলিশ  ±৪০ গ্রাম ৬০০ গ্রাম,23569,Whole Hilsha Fish (Asto Ilish) ±40 gm 500 gm,Whole Hilsha Fish (Asto Ilish) ±40 gm,500 gm,699.0,479.0,479.0,,"Bangladesh this fish is prepared in varity of way like it can be smoked, fried, steamed, baked, prepared with mustard seed paste, curd, brinjal (eggplant). Some common hilsa menus are Fried hilsa, Khichuri-Ilish, Sorshe Ilish, Panta Ilish,Vapa Ilish etc.
It has cultural value in Bangali’s life. It is an obvious food in many cultural festival like Pahela Boishakh, Saraswati Puja. ",whole-hilsha-net-weight-50-gm-500-gm,0,['https://chaldn.com/_mpimage/whole-hilsha-fish-asto-ilish-40-gm-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D103538&q=best&v=1'],[],"[1235, 23, 2]",[1235],"[277, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 3, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219800, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
7,আস্ত ইলিশ ±৫০ গ্রাম ১ কেজি,7175,Whole Hilsha Fish (Asto Ilish) ± 50 gm 1 kg,Whole Hilsha Fish (Asto Ilish) ± 50 gm,1 kg,1599.0,1599.0,1599.0,"Ilish or Hilsha is a national fish of Bangladesh. Ilish body is strongly compressed and moderately deep with dorsal and ventral profile equally convex. It is considered to be one of most favorite and delicious fish in the world. t is an oily fish and rich in essential omega 3 fatty acids. n Bangladesh this fish is prepared in varity of way like it can be smoked, fried, steamed, baked, prepared with mustard seed paste, curd, brinjal (eggplant). Some common hilsa menus are Fried hilsa, Khichuri-Ilish, Sorshe Ilish, Panta Ilish,Vapa Ilish etc.
It has cultural value in Bangali’s life. It is an obvious food in many cultural festival like Pahela Boishakh, Saraswati Puja.","Ilish or Hilsha is a national fish of Bangladesh. Ilish body is strongly compressed and moderately deep with dorsal and ventral profile equally convex. It is considered to be one of most favorite and delicious fish in the world. t is an oily fish and rich in essential omega 3 fatty acids. n Bangladesh this fish is prepared in varity of way like it can be smoked, fried, steamed, baked, prepared with mustard seed paste, curd, brinjal (eggplant). Some common hilsa menus are Fried hilsa, Khichuri-Ilish, Sorshe Ilish, Panta Ilish,Vapa Ilish etc.
It has cultural value in Bangali’s life. It is an obvious food in many cultural festival like Pahela Boishakh, Saraswati Puja. ",whole-hilsha-ilish-export-quality-1-kg,0,['https://chaldn.com/_mpimage/whole-hilsha-fish-asto-ilish-50-gm-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D103539&q=best&v=1'],[],"[238, 1235, 23, 2]","[238, 1235]","[184, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 4, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219800, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
8,হাড়িভাঙ্গা আম (নেট ওজন ± ৫০ গ্রাম) ৩ কেজি,16382,Mango Haribhanga (Net Weight ± 50 gm) 3 kg,Mango Haribhanga (Net Weight ± 50 gm),3 kg,419.0,389.0,389.0,,,mango-haribhanga-net-weight-50-gm-3-kg,0,['https://chaldn.com/_mpimage/mango-haribhanga-net-weight-50-gm-3-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D62830&q=low&v=1&m=400'],[],"[11, 7, 2]",[11],[277],0,[],1,Grocery,NaN,[]
9,আম ফজলি ± ৫০ গ্রাম ৩ কেজি,10288,Mango Fazli ± 50 gm 3 kg,Mango Fazli ± 50 gm,3 kg,309.0,229.0,229.0,,,mango-fazli-net-weight-50-gm-3-kg,0,['https://chaldn.com/_mpimage/mango-fazli-50-gm-3-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D80575&q=low&v=1'],[],"[11, 7, 2, 238]","[11, 238]","[257, 277, 281]",0,[],1,Grocery,NaN,"[{'Quantity': 10, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
10,ব্রয়লার মুরগী চামড়া ছাড়া ± ৫০ গ্রাম ১ কেজি,7196,Broiler Chicken Skin Off ± 50 gm 1 kg,Broiler Chicken Skin Off ± 50 gm,1 kg,319.0,239.0,239.0,,Chicken.     ,whole-broiler-chicken-skin-off-net-weight-1-kg,0,['https://chaldn.com/_mpimage/broiler-chicken-skin-off-50-gm-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D74661&q=low&v=1'],[],"[25, 23, 2, 238, 1318, 1386]","[25, 238, 1318, 1386]","[170, 278, 281, 287, 295]",0,[],1,Grocery,NaN,"[{'Quantity': 26, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219800, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}]"
11,গরুর মাংস ± ৫০ গ্রাম  ১ কেজি,3161,Beef Bone In ± 50 gm 1 kg,Beef Bone In ± 50 gm,1 kg,699.0,679.0,679.0,,,bengal-meat-beef-bone-in-1-kg,0,['https://chaldn.com/_mpimage/beef-bone-in-50-gm-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D73985&q=low&v=1'],[],"[25, 23, 2, 1386, 238]","[25, 1386, 238]","[277, 278, 279, 281, 287, 295, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 14, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219800, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657021500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1090.2}]"
12,রোস্ট মুরগি ± ১০ গ্রাম ২৭৫ গ্রাম ,22899,Roast Chicken ± 10 gm 275 gm,Roast Chicken ± 10 gm,275 gm,199.0,139.0,139.0,,"Roast Chicken From Mymensingh
These are the Farm Chicken named Shonalika collected from Mymensingh Region. Available round the year. Available fully dressed without skin.",roast-chicken-20-gm-300-gm,0,['https://chaldn.com/_mpimage/roast-chicken-10-gm-275-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D74658&q=low&v=1'],[],"[25, 23, 2, 238, 1386]","[25, 238, 1386]","[277, 278, 281, 295]",0,[],1,Grocery,NaN,"[{'Quantity': 23, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
13,প্রোটিন বাজার গরুর মাংস হাড় সহ ± ৫০ গ্রাম ১ কেজি,35324,Protein Market Beef Bone In ± 50 gm 1 kg,Protein Market Beef Bone In ± 50 gm,1 kg,750.0,699.0,699.0,,100% Halal and locally sourced Premium Quality beef. Beef is the most favorite and one of the major protein items consumed by us. Protein Market is committed to provide the best quality beef in your kitchen. Our beef is completely chemical free and we use vacuum packaging to store them which is a natural process.,protein-market-beef-bone-in-50-gm-1-kg,0,['https://chaldn.com/_mpimage/protein-market-beef-bone-in-50-gm-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D111800&q=best&v=1'],[],"[25, 23, 2]",[25],[281],0,[],1,Grocery,NaN,"[{'Quantity': 6, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
14,আস্ত লেয়ার মুরগির চামড়া ছাড়া (নেট ওজন ± ৫০ গ্রাম) ৮০০ গ্রাম,35454,Whole Layer Chicken Skin Off (Net Weight ± 50 gm) 800 gm,Whole Layer Chicken Skin Off (Net Weight ± 50 gm),800 gm,499.0,469.0,469.0,,,whole-layer-chicken-skin-off-net-weight-50-gm-800-gm,0,['https://chaldn.com/_mpimage/whole-layer-chicken-skin-off-net-weight-50-gm-800-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D111432&q=best&v=1'],[],"[25, 23, 2]",[25],[],0,[],1,Grocery,NaN,"[{'Quantity': 18, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
15,মাল্টা (বিশেষ অফার) ± ৫০ গ্রাম ১ কেজি,34141,Malta (Special Offer) ± 50 gm 1 kg,Malta (Special Offer) ± 50 gm,1 kg,189.0,99.0,99.0,,"Malta, a variety of orange, is a popular citrus fruit cultivated in hot climates. The fruit is rich in mineral salts and other ingredients of nutritive value such as iron, lime, phosphorus, and vital minerals. Malta is loaded with vitamin C and vitamin B complex. It is a round-shaped, medium-sized fruit, weighing an average of 145.8 gm. It has a rough-surfaced orange ringed with a segment of around 9.67 centimeters and a sweet-tasting juice content of around 33.7 percent. The fruit is often used to make processed juice, jam, jelly, and marmalade.",malta-special-offer-50-gm-1-kg,0,['https://chaldn.com/_mpimage/malta-special-offer-50-gm-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D103296&q=best&v=1'],[],"[11, 7, 2, 1471, 238]","[11, 1471, 238]","[277, 278]",0,[],1,Grocery,NaN,[]
16,মুরগির ডিম (লেয়ার) ১২ টি,4248,Chicken Eggs (Layer) 12 pcs,Chicken Eggs (Layer),12 pcs,129.0,125.0,125.0,"Eggs are an all-natural source of high-quality protein and a number of other nutrients, all for 70 calories an egg. 100% fresh and healthy. ","Eggs are an all-natural source of high-quality protein and a number of other nutrients, all for 70 calories an egg. 100% fresh and healthy.",tatka-egg-pack-12-pcs,0,['https://chaldn.com/_mpimage/chicken-eggs-layer-12-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D79219&q=low&v=1'],[],"[61, 58, 2, 238, 1386]","[61, 238, 1386]","[277, 278, 279, 287]",0,[],1,Grocery,NaN,"[{'Quantity': 173, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219800, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}]"
17,দেশী পেঁয়াজ ± ৫০ গ্রাম ১ কেজি,19987,Deshi Peyaj (Local Onion) ± 50 gm 1 kg,Deshi Peyaj (Local Onion) ± 50 gm,1 kg,60.0,49.0,49.0,,"""Though all vegetables are important for health, certain kinds offer unique benefits.

Onions are members of the Allium genus of flowering plants that also includes garlic, shallots, leeks and chives.

These vegetables contain various vitamins, minerals and potent plant compounds that have been shown to promote health in many ways.

In fact, the medicinal properties of onions have been recognized since ancient times, when they were used to treat ailments like headaches, heart disease and mouth sores.""

Nutritional facts/Ingredients :
""Benefits:
-Packed With Nutrients
-May Benefit Heart Health
-Loaded With Antioxidants
-Contain Cancer-Fighting Compounds
-Help Control Blood Sugar
-May Boost Bone Density
-Have Antibacterial Properties
-May Boost Digestive Health
-Easy to Add to Your Diet""",onion-local-1-kg-2,0,['https://chaldn.com/_mpimage/deshi-peyaj-local-onion-50-gm-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D52358&q=low&v=1'],[],"[238, 1318, 12, 7, 2]","[238, 1318, 12]","[257, 277, 278, 279, 281, 287, 348]",0,[],1,Grocery,NaN,"[{'Quantity': 54, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219800, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
18,নতুন আলু ± ৫০ গ্রাম ১ কেজি,13726,Notun Alu (Potato Seasonal) ± 50 gm 1 kg,Notun Alu (Potato Seasonal) ± 50 gm,1 kg,29.0,25.0,25.0,"New potatoes have wispy skins, thin, and a crisp, waxy texture. They are young potatoes and unlike their fully grown counterparts, they keep their shape once cooked and cut. They are also sweeter because their sugar has not yet converted into starch. So, when you fry it, it will be tasted sweeter. So, make new recipes with new potato from chaldal.","New potatoes have wispy skins, thin, and a crisp, waxy texture. They are young potatoes and unlike their fully grown counterparts, they keep their shape once cooked and cut. They are also sweeter because their sugar has not yet converted into starch. So, when you fry it, it will be tasted sweeter. So, make new recipes with new potato from chaldal.",potato-seasonal-net-weight-50-gm-1-kg,0,['https://chaldn.com/_mpimage/notun-alu-potato-seasonal-50-gm-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D77387&q=low&v=1&m=400'],[],"[12, 7, 2]",[12],"[257, 278, 287, 348]",0,[],1,Grocery,NaN,[]
19,আলু রেগুলার (±৫০ গ্রাম) ১ কেজি,10944,Potato Regular (± 50 gm) 1 kg,Potato Regular (± 50 gm),1 kg,35.0,32.0,32.0,"Buy regular potato from us which provides you with dietary fiber, potassium, vitamins, etc. Regular potato provides 9-10 percent of your daily need. Regular potatoes offer more of this nutrient which helps control your blood pressure. Make a good curry with regular potato. You can make French fries and you can enjoy with your family members. ","Buy regular potato from us which provides you with dietary fiber, potassium, vitamins, etc. Regular potato provides 9-10 percent of your daily need. Regular potatoes offer more of this nutrient which helps control your blood pressure. Make a good curry with regular potato. You can make French fries and you can enjoy with your family members. ",potato-alu-1-kg-2,0,['https://chaldn.com/_mpimage/potato-regular-50-gm-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D81244&q=best&v=1'],[],"[12, 7, 2]",[12],"[277, 278, 279, 281, 287]",0,[],1,Grocery,NaN,"[{'Quantity': 48, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219800, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
20,ফ্রেশ রিফাইন্ড চিনি ১ কেজি,2476,Fresh Refined Sugar 1 kg,Fresh Refined Sugar,1 kg,90.0,90.0,90.0,"Fresh Refined sugar is processed from cane sugar using completely automated processes and without human touch to protect from health hazards. Fresh refined sugar is acid free and healthy, granulated sugar. It is perfect for everyday use.","Fresh Refined sugar is a modern processes of without touching hand to protect the health of assurance. Fresh refined sugar is completely acid, fecal residues free and neat and clean, healthy, granulated sugar. 

",fresh-refined-sugar-1-kg,0,['https://chaldn.com/_mpimage/fresh-refined-sugar-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D113128&q=best&v=1'],[],"[238, 1318, 111, 104, 2, 1386]","[238, 1318, 111, 1386]","[147, 277, 278, 279, 281, 287, 295, 356, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 85, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 500, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219800, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
21,লাল টমেটো ± ২৫ গ্রাম ৫০০ গ্রাম,6302,Red Tomato ± 25 gm 500 gm,Red Tomato ± 25 gm,500 gm,170.0,155.0,155.0,"Locally Sourced.The tomato is consumed in diverse ways, including raw, as an ingredient in many dishes, sauces, salads, and drinks. While it is botanically a fruit, it is considered a vegetable for culinary purposes. The fruit is rich in lycopene, which may have beneficial health effects. ","The tomato is consumed in diverse ways, including raw, as an ingredient in many dishes, sauces, salads, and drinks. While it is botanically a fruit, it is considered a vegetable for culinary purposes. The fruit is rich in lycopene, which may have beneficial health effects. ",red-tomato-500-gm,0,['https://chaldn.com/_mpimage/red-tomato-25-gm-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D64361&q=low&v=1'],[],"[12, 7, 2, 1318]","[12, 1318]","[169, 277, 278, 279, 281, 287, 348]",0,[],1,Grocery,NaN,"[{'Quantity': 22, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707800, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219800, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
