,bengaliName,objectID,name,nameWithoutSubText,subText,mrp,corpPrice,price,shortDesc,longDesc,slug,doNotApplyDiscounts,picturesUrls,offerPicturesUrls,recursiveCategories,categories,manufacturers,blockSale,derivedProductVariant,unitQuantity,catalogItemType,__lScore,productAvailabilityForSelectedWarehouse
183,ডেটস চিকেন উইংস চিপস ৩০ গ্রাম,14146,Detos Chicken Wings Chips 30 gm,Detos Chicken Wings Chips,30 gm,20.0,20.0,20.0,,"Detos aren’t just chips, they’re the tortilla shaped fuel that adds to the fire of adventure and passion that burns within hearts. You are a dreamer who is not afraid to speak your mind, you work hard to shine the brightest, and do the things you love with absolute love. Every bite marks a step in a bold new world, a world that radiates creativity and righteousness. Are you prepared to be thrilled? Life is just a bite away.",detos-chicken-wings-chips-30-gm,0,['https://chaldn.com/_mpimage/detos-chicken-wings-chips-30-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D104940&q=best&v=1'],[],"[53, 49, 2, 1477]","[53, 1477]",[146],0,[],1,Grocery,NaN,[]
184,নেসলে ম্যাগি ২ মিনিট মাসালা ইনস্ট্যান্ট নুডলস (ফ্রি ম্যাগি মাসালা ব্লাস্ট) ৪ প্যাক,30435,Nestle Maggi 2-Minute Masala Instant Noodles (Free Maggi Masala Blast) 4 pack,Nestle Maggi 2-Minute Masala Instant Noodles (Free Maggi Masala Blast),4 pack,70.0,70.0,70.0,,,nestle-maggi-2-minute-masala-instant-noodles-free-maggi-masala-blast-4-pack,0,['https://chaldn.com/_mpimage/nestle-maggi-2-minute-masala-instant-noodles-free-maggi-masala-blast-4-pack?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D100109&q=best&v=1'],['https://chaldn.com/_mpimage/nestle-maggi-2-minute-masala-instant-noodles-free-maggi-masala-blast-4-pack?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D99773&q=low&v=1'],"[93, 49, 2]",[93],[],0,[],1,Grocery,NaN,[]
185,আরলা ডানো ডেইলি পুষ্টি গুঁড়া দুধ ১ কেজি,11972,Arla Dano Daily Pusti Milk Powder 1 kg,Arla Dano Daily Pusti Milk Powder,1 kg,590.0,590.0,590.0,,,arla-dano-daily-pusti-milk-powder-1-kg,0,['https://chaldn.com/_mpimage/arla-dano-daily-pusti-milk-powder-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D70182&q=best&v=1'],[],"[62, 58, 2, 1386, 1415]","[62, 1386, 1415]","[191, 278, 281, 287, 295, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 44, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707820, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 79, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
186,চালডাল বেসিক ডিশ ওয়াশিং বার ৩০০ গ্রাম,30214,Chaldal Basic Dishwashing Bar 300 gm,Chaldal Basic Dishwashing Bar,300 gm,35.0,29.0,29.0,,,chaldal-basic-dishwashing-bar-300-gm,0,"['https://chaldn.com/_mpimage/chaldal-basic-dishwashing-bar-300-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D97541&q=best&v=1', 'https://chaldn.com/_mpimage/chaldal-basic-dishwashing-bar-300-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D97540&q=best&v=1']",[],"[1471, 238, 83, 81]","[1471, 238, 83]","[265, 281]",0,[],1,Grocery,NaN,"[{'Quantity': 501, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707820, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 10981, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
187,কাজু বাদাম ১০০ গ্রাম,3117,Cashew Nut (Kaju Badam) 100 gm,Cashew Nut (Kaju Badam),100 gm,99.0,99.0,99.0,,Badam  ,green-field-kazu-badam-100-gm,0,"['https://chaldn.com/_mpimage/cashew-nut-kaju-badam-100-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D47958&q=low&v=1', 'https://chaldn.com/_mpimage/kazu-cashew-nut-badam-100-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D22247&q=low&v=1']",[],"[238, 1318, 1505, 42, 224, 8, 100, 2]","[238, 1318, 1505, 8]","[257, 278, 281, 287, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 29, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707820, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 925, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219820, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
188,জালি কুমড়ো ১ টি,5931,Jali Kumra (Water Pumpkin) 1 pcs,Jali Kumra (Water Pumpkin),each,65.0,49.0,49.0,"Water Pumpkin vegetable is one of the widely grown vegetables incredibly rich in vital antioxidants, and vitamins. Though this humble backyard vegetable is less in calories, nonetheless, it carries vitamin A, and flavonoid poly-phenolic antioxidants such as lutein, xanthin, and carotenes in abundance. water Pumpkin is a storehouse of many anti-oxidant vitamins such as vitamin-A, vitamin-C and vitamin-E.","Water Pumpkin vegetable is one of the widely grown vegetables incredibly rich in vital antioxidants, and vitamins. Though this humble backyard vegetable is less in calories, nonetheless, it carries vitamin A, and flavonoid poly-phenolic antioxidants such as lutein, xanthin, and carotenes in abundance. water Pumpkin is a storehouse of many anti-oxidant vitamins such as vitamin-A, vitamin-C and vitamin-E.",water-pumpkin-1-pcs,0,['https://chaldn.com/_mpimage/jali-kumra-water-pumpkin-1-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D69932&q=low&v=1'],[],"[12, 7, 2]",[12],"[169, 257, 281]",0,[],1,Grocery,NaN,"[{'Quantity': 6, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707820, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219820, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
189,আড়ং ডেইরি সল্প ননিযুক্ত টক দই ৫০০ গ্রাম,13790,Aarong Dairy Low Fat Yogurt (Sour) 500 gm,Aarong Dairy Low Fat Yogurt (Sour),500 gm,90.0,90.0,90.0,,"Delicious, creamy and smooth, made from fresh milk collected every day from homestead dairy farmers across Bangladesh. It is completely natural, free of artificial ingredients and preservatives.
Share and Enjoy!
CATEGORIES: LOW FAT YOGHURT, YOGHURT, LOW FAT PRODUCTS",aarong-dairy-low-fat-yogurt-sour-500-gm,0,['https://chaldn.com/_mpimage/aarong-dairy-low-fat-yogurt-sour-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D70197&q=best&v=1'],[],"[64, 58, 2]",[64],[165],0,[],1,Grocery,NaN,"[{'Quantity': 6, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707820, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
190,চাষী সুগন্ধি চিনিগুঁড়া চাল ২ কেজি,6205,Chashi Aromatic Chinigura Rice 2 kg,Chashi Aromatic Chinigura Rice,2 kg,265.0,265.0,265.0,,,chashi-aromatic-chinigura-2-kg,0,['https://chaldn.com/_mpimage/chashi-aromatic-chinigura-rice-2-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D97214&q=best&v=1'],[],"[80, 104, 2, 1318]","[80, 1318]","[186, 277, 278, 281, 287, 317, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219820, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
191,আনারস ১ টি,6022,Anaros (Pineapple) 1 pcs,Anaros (Pineapple),each,79.0,59.0,59.0,"Pineapples are one of the most popular tropical fruits in the world.Fresh pineapple is low in calories. Nonetheless, it is a storehouse for several unique health promoting compounds, minerals and vitamins that are essential for optimum health. Fresh pineapples contain 50 calories per 100 grams, which amounts to only 83 calories per cup (165 grams). They consist of water (86%) and carbs (13%), with almost no protein or fat.The oval to cylindrical-shaped, compound fruit develops from many small fruits fused together.  It is both juicy and fleshy with the stem serving as the fibrous core. The tough, waxy rind may be dark green, yellow, orange-yellow or reddish when the fruit is ripe. The flesh ranges from nearly white to yellow. In size the fruits are up to 12 inches long and weight 1 to 10 pounds or more. Pineapples are delicious when consumed fresh, but they can also be enjoyed as juice, dried, canned, or as an ingredient in various recipes.","Pineapples are one of the most popular tropical fruits in the world.Fresh pineapple is low in calories. Nonetheless, it is a storehouse for several unique health promoting compounds, minerals and vitamins that are essential for optimum health. Fresh pineapples contain 50 calories per 100 grams, which amounts to only 83 calories per cup (165 grams). They consist of water (86%) and carbs (13%), with almost no protein or fat.The oval to cylindrical-shaped, compound fruit develops from many small fruits fused together.  It is both juicy and fleshy with the stem serving as the fibrous core. The tough, waxy rind may be dark green, yellow, orange-yellow or reddish when the fruit is ripe. The flesh ranges from nearly white to yellow. In size the fruits are up to 12 inches long and weight 1 to 10 pounds or more. Pineapples are delicious when consumed fresh, but they can also be enjoyed as juice, dried, canned, or as an ingredient in various recipes.",pineapple-per-piece,0,"['https://chaldn.com/_mpimage/anaros-pineapple-1-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D61358&q=low&v=1', 'https://chaldn.com/_mpimage/pineapple-1-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D34716&q=best&v=1']",[],"[11, 7, 2]",[11],"[257, 278, 281]",0,[],1,Grocery,NaN,"[{'Quantity': 7, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707820, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219820, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657034100000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1300.2}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
192,আড়ং ডেইরি বাটার ২০০ গ্রাম,4364,Aarong Dairy Butter 200 gm,Aarong Dairy Butter,200 gm,230.0,230.0,230.0,"Aarong butter is a dairy product made by fresh or fermented cream or milk, to separate the butterfat from the buttermilk. It is generally used as a spread  as well as in cooking, such as baking, sauce making, and pan frying. Butter consists of butterfat, milk proteins and water. Most frequently made from cows' milk, butter can also be manufactured from the milk of other mammals, including sheep, goats, buffalo, and yaks. Salt, flavorings and preservatives are sometimes added to butter. Rendering butter produces clarified butter or ghee, which is almost entirely butterfat.
","Aarong butter is a dairy product made by fresh or fermented cream or milk, to separate the butterfat from the buttermilk. It is generally used as a spread as well as in cooking, such as baking, sauce making, and pan frying. Butter consists of butterfat, milk proteins and water. Most frequently made from cows' milk, butter can also be manufactured from the milk of other mammals, including sheep, goats, buffalo, and yaks. Salt, flavorings and preservatives are sometimes added to butter. Rendering butter produces clarified butter or ghee, which is almost entirely butterfat.
",aarong-dairy-butter-200-gm,0,['https://chaldn.com/_mpimage/aarong-dairy-butter-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D46787&q=best&v=1'],[],"[59, 58, 2, 238, 1318]","[59, 238, 1318]","[165, 278, 281, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 28, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707820, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 105, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219820, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
193,কোকা-কোলা ৬০০ মিলি,2181,Coca-Cola 600 ml,Coca-Cola,600 ml,40.0,40.0,40.0,"Coca-Cola is a popular drink and one of the biggest-selling soft drink in history.

Created in 1886 in Atlanta, Georgia, by Dr. John S. Pemberton, Coca-Cola was first offered as a fountain beverage at Jacob's Pharmacy by mixing Coca-Colasyrup with carbonated water.

Coca-Cola was patented in 1887, registered as a trademark in 1893 and by 1895 it was being sold in every state and territory in the United States.

In 1899, The Coca-Cola Company began franchised bottling operations in the United States and in 1906 bottling operations for Coca-Cola began to expand internationally.","Coca-Cola is the most popular and biggest-selling soft drink in history, as well as one of the most recognizable brands in the world.

Created in 1886 in Atlanta, Georgia, by Dr. John S. Pemberton, Coca-Cola was first offered as a fountain beverage at Jacob's Pharmacy by mixing Coca-Colasyrup with carbonated water.

Coca-Cola was patented in 1887, registered as a trademark in 1893 and by 1895 it was being sold in every state and territory in the United States.

In 1899, The Coca-Cola Company began franchised bottling operations in the United States and in 1906 bottling operations for Coca-Cola began to expand internationally",coca-cola-600-ml,0,"['https://chaldn.com/_mpimage/coca-cola-600-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D64197&q=low&v=1', 'https://chaldn.com/_mpimage/coca-cola-600-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D64198&q=low&v=1', 'https://chaldn.com/_mpimage/coca-cola-600-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D67300&q=low&v=1', 'https://chaldn.com/_mpimage/coca-cola-600-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D67301&q=low&v=1']",[],"[20, 17, 2, 1318]","[20, 1318]","[162, 244]",0,[],1,Grocery,NaN,"[{'Quantity': 35, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707820, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 610, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
194,মদিনা দাব্বাস খেজুর প্রিমিয়াম ৫০০ গ্রাম,30857,Madina Dabbas Dates Premium 500 gm,Madina Dabbas Dates Premium,500 gm,165.0,165.0,165.0,,,madina-dabbas-dates-premium-500-gm,0,['https://chaldn.com/_mpimage/madina-dabbas-dates-premium-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D100460&q=best&v=1'],[],"[1546, 7, 2]",[1546],[],0,[],1,Grocery,NaN,[]
195,গোদরেজ ম্যাজিক হ্যান্ডওয়াশ রিফিল প্যাক ৯ গ্রাম,15618,Godrej Magic Handwash Refill Pack 9 gm,Godrej Magic Handwash Refill Pack,9 gm,25.0,25.0,25.0,,"The first-ever powder to liquid hand wash, gentle on skin, but tough on germs with neem and aloe-vera, easy to make, in just 3 steps make 200 ml of hand wash with 1 refill sachet worth 25 Taka.

Step 1: add 200 ml clean water
Step 2: pour the magic formula
Step 3: shake the mixture
",mr-magic-hand-wash-refill-pack,0,"['https://chaldn.com/_mpimage/godrej-magic-handwash-refill-pack-9-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D113071&q=best&v=1', 'https://chaldn.com/_mpimage/mr-magic-hand-wash-refill-pack?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D43110&q=best&v=1']",[],"[40, 30, 238]","[40, 238]","[151, 254, 281, 289, 315]",0,[],1,Grocery,NaN,"[{'Quantity': 12, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707820, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
196,রুচি মুড়ি ৫০০ গ্রাম,4108,Ruchi Puffed Rice (Muri) 500 gm,Ruchi Puffed Rice (Muri),500 gm,65.0,65.0,65.0,Breakfast is important for your whole day’s sustenance. We are giving you a mouthwatering breakfast like ruchi puffed rice (muri) for your daily needs. Brand name: square food and beverage. Net weight 500gm. ,Breakfast is important for your whole day’s sustenance. We are giving you a mouthwatering breakfast like ruchi puffed rice (muri) for your daily needs. Brand name: square food and beverage. Net weight 500gm. ,ruchi-puffed-rice-500-gm,0,['https://chaldn.com/_mpimage/ruchi-puffed-rice-muri-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D89221&q=low&v=1'],[],"[228, 14, 2]",[228],"[186, 317]",0,[],1,Grocery,NaN,"[{'Quantity': 39, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707820, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 156, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219820, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
197,কচুর লতি (নেট ওজন ± ২৫ গ্রাম ) ৫০০ গ্রাম,7115,Kochur Loti (Stolon Of Taro) ± 25 gm 500 gm,Kochur Loti (Stolon Of Taro) ± 25 gm,500 gm,45.0,35.0,35.0,"The health benefits of taro include its ability to improve digestion, lower your blood sugar levels, prevent certain types of cancers, protect the skin, boost vision health, increase circulation, decrease blood pressure, aid the immune system, and prevent heart disease, while also supporting muscle and nerve health. It also contains good levels of some of the valuable B-complex group of vitamins such as pyridoxine (vitamin B-6), folates, riboflavin, pantothenic acid, and thiamin.","The health benefits of taro include its ability to improve digestion, lower your blood sugar levels, prevent certain types of cancers, protect the skin, boost vision health, increase circulation, decrease blood pressure, aid the immune system, and prevent heart disease, while also supporting muscle and nerve health. It also contains good levels of some of the valuable B-complex group of vitamins such as pyridoxine (vitamin B-6), folates, riboflavin, pantothenic acid, and thiamin.",stolon-of-taro-kochur-loti-500-gm,0,['https://chaldn.com/_mpimage/kochur-loti-stolon-of-taro-25-gm-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D64498&q=low&v=1&m=400'],[],"[12, 7, 2]",[12],"[169, 281, 295]",0,[],1,Grocery,NaN,"[{'Quantity': 6, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707820, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219820, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
198,ঝিঙ্গা ±২০ গ্রাম ৫০০ গ্রাম,7117,Jhinga (Ridge Gourd) ±20 gm 500 gm,Jhinga (Ridge Gourd) ±20 gm,500 gm,35.0,29.0,29.0,"Ridge Gourd is a dark green, tapering and ridged vegetable. In contrast to its dark green exterior ridge gourd has white spongy pulp inside in white are embedded white seeds. Ridge gourd benefits is its low in cholesterol and saturated fats but high in vitamin C, dietary fiber, riboflavin, thiamin, zinc, iron, manganese and magnesium. Ridge gourd nutrition value makes it appropriate for weight loss plans. Usefulness of Ridge Gourd in Cookery, Health and Beauty.","Ridge Gourd is a dark green, tapering and ridged vegetable. In contrast to its dark green exterior ridge gourd has white spongy pulp inside in white are embedded white seeds. Ridge gourd benefits is its low in cholesterol and saturated fats but high in vitamin C, dietary fiber, riboflavin, thiamin, zinc, iron, manganese and magnesium. Ridge gourd nutrition value makes it appropriate for weight loss plans. Usefulness of Ridge Gourd in Cookery, Health and Beauty.",ridge-gourd-b-grade-jhinga-500-gm,0,['https://chaldn.com/_mpimage/jhinga-ridge-gourd-20-gm-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D7999&q=low&v=1'],[],"[12, 7, 2]",[12],[169],0,[],1,Grocery,NaN,"[{'Quantity': 5, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707820, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
199,বেঙ্গল মিট হাড়সহ গরুর মাংস ± ৫০ গ্রাম ১ কেজি,4421,Bengal Meat Beef Bone In ± 50 gm 1 kg,Bengal Meat Beef Bone In ± 50 gm,1 kg,780.0,780.0,780.0,"Premium quality locally sourced. Meat, such as beef, is mainly composed of protein. Usually eaten as roasts, ribs, or steaks, beef is also commonly ground or minced. Patties of ground beef are often used in hamburgers. Processed beef products include corned beef, beef jerky, and sausages. Fresh lean beef is rich in various vitamins and minerals, especially iron and zinc, and is therefore recommended as part of a healthy diet.","Premium quality locally sourced. Meat, such as beef, is mainly composed of protein. Usually eaten as roasts, ribs, or steaks, beef is also commonly ground or minced. Patties of ground beef are often used in hamburgers. Processed beef products include corned beef, beef jerky, and sausages. Fresh lean beef is rich in various vitamins and minerals, especially iron and zinc, and is therefore recommended as part of a healthy diet.",beef-bone-in-1-kg-2,0,['https://chaldn.com/_mpimage/bengal-meat-beef-bone-in-50-gm-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D77384&q=low&v=1'],[],"[25, 23, 2, 1386]","[25, 1386]","[278, 281, 295, 358]",0,[],1,Grocery,NaN,"[{'Quantity': 13, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707820, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219820, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657027800000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 565.2, 'AvailabilityCutOffTimeOfDay': 1195.2}]"
200,এ সি আই পিওর ব্রাউন আটা ১ কেজি,2120,ACI Pure Brown Flour (Atta) 1 kg,ACI Pure Brown Flour (Atta),1 kg,68.0,68.0,68.0,ACI Pure Flour Ltd.,"Making smart choices in our food selections can help reduce risk of certain diseases such as high blood pressure, diabetes and coronary heart disease. Keeping this notion in mind, ACI Pure Flour Limited has added ACI Pure Brown Atta in its portfolio which has less carbohydrate but good amount of minerals, protein, fiber and anti-oxidant.",aci-pure-brown-atta-1-kg-6,0,['https://chaldn.com/_mpimage/aci-pure-brown-flour-atta-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D95517&q=best&v=1'],[],"[103, 100, 2]",[103],"[135, 287]",0,[],1,Grocery,NaN,[]
